,Estado,Fecha,pediatricos hospitalizados con covid,adultos hospitalizados con covid,hospitalizados con sospecha o confirmacion de covid,pediatricos hospitalizados en UCI con covid,adultos hospitalizados en UCI con covid,camas pediatricas UCI,camas adultos UCI,hospitales con falta de personal,muertes por covid
28461,MN,2021-02-17,9.0,294.0,383.0,,59.0,481.0,911.0,19,0.0
28462,OK,2021-02-17,55.0,827.0,941.0,,261.0,384.0,1113.0,38,12.0
28463,CO,2021-02-17,10.0,460.0,540.0,,157.0,567.0,1344.0,6,5.0
28464,PR,2021-02-17,3.0,167.0,269.0,,39.0,21.0,693.0,8,56.0
28465,AK,2021-02-17,0.0,29.0,34.0,,4.0,74.0,128.0,1,1.0
28466,CA,2021-02-17,112.0,7916.0,8650.0,,2341.0,3504.0,7955.0,112,196.0
28467,NE,2021-02-17,1.0,187.0,199.0,,76.0,0.0,568.0,10,2.0
28468,TX,2021-02-17,98.0,9577.0,10264.0,,2438.0,346.0,8025.0,139,126.0
28469,OH,2021-02-17,22.0,1546.0,1921.0,,441.0,374.0,4170.0,15,33.0
28470,AR,2021-02-17,5.0,584.0,708.0,,184.0,423.0,1037.0,20,7.0
28471,DC,2021-02-17,2.0,245.0,296.0,,55.0,4.0,341.0,0,2.0
28472,SC,2021-02-17,7.0,1018.0,1108.0,,245.0,339.0,1216.0,21,15.0
28473,CT,2021-02-17,3.0,580.0,676.0,,135.0,339.0,1067.0,4,11.0
28474,MO,2021-02-17,27.0,911.0,1257.0,,281.0,912.0,1789.0,25,14.0
28475,ME,2021-02-17,0.0,97.0,113.0,,28.0,58.0,341.0,3,1.0
28476,TN,2021-02-17,15.0,1089.0,1203.0,,296.0,4.0,2372.0,24,24.0
28477,IA,2021-02-17,5.0,247.0,257.0,,59.0,,674.0,4,7.0
28478,IL,2021-02-17,11.0,1400.0,1764.0,,331.0,1129.0,3545.0,11,22.0
28479,WA,2021-02-17,1.0,541.0,620.0,,130.0,385.0,1298.0,8,7.0
28480,KS,2021-02-17,3.0,375.0,425.0,,95.0,233.0,848.0,12,6.0
28481,MT,2021-02-17,1.0,94.0,100.0,,19.0,18.0,222.0,11,0.0
28482,NY,2021-02-17,45.0,6722.0,7536.0,,1302.0,1431.0,5657.0,5,118.0
28483,FL,2021-02-17,46.0,4624.0,5095.0,,1030.0,1599.0,6431.0,13,94.0
28484,MI,2021-02-17,11.0,810.0,934.0,,222.0,255.0,2640.0,5,10.0
28485,ID,2021-02-17,4.0,129.0,142.0,,37.0,227.0,306.0,4,3.0
28486,ID,2021-02-16,1.0,139.0,156.0,,41.0,225.0,310.0,3,2.0
28487,HI,2021-02-16,0.0,44.0,57.0,,17.0,94.0,227.0,1,0.0
28488,PA,2021-02-16,26.0,2295.0,2791.0,,513.0,1491.0,3760.0,23,48.0
28489,FL,2021-02-16,52.0,4744.0,5200.0,,1055.0,1705.0,6427.0,10,57.0
28490,WY,2021-02-16,1.0,36.0,41.0,,8.0,0.0,139.0,3,0.0
28491,VA,2021-02-16,16.0,1540.0,1766.0,,346.0,420.0,2022.0,22,22.0
28492,NY,2021-02-16,51.0,6781.0,7514.0,,1319.0,1410.0,5625.0,6,106.0
28493,DE,2021-02-16,4.0,186.0,203.0,,15.0,172.0,193.0,1,2.0
28494,WI,2021-02-16,1.0,445.0,497.0,,135.0,145.0,1612.0,15,8.0
28495,IA,2021-02-16,4.0,231.0,246.0,,52.0,,670.0,2,5.0
28496,MT,2021-02-16,2.0,83.0,87.0,,21.0,18.0,222.0,10,1.0
28497,GA,2021-02-16,42.0,2912.0,3288.0,,827.0,230.0,2891.0,39,44.0
28498,OR,2021-02-16,9.0,225.0,303.0,,55.0,106.0,822.0,2,3.0
28499,KS,2021-02-16,2.0,354.0,411.0,,85.0,231.0,844.0,12,7.0
28500,AZ,2021-02-16,18.0,1589.0,1900.0,,429.0,286.0,2252.0,25,37.0
28501,MN,2021-02-16,7.0,310.0,405.0,,54.0,479.0,896.0,20,4.0
28502,NJ,2021-02-16,10.0,2232.0,2441.0,,425.0,113.0,2973.0,6,42.0
28503,IL,2021-02-16,19.0,1434.0,1801.0,,327.0,1181.0,3546.0,16,21.0
28504,UT,2021-02-16,0.0,257.0,285.0,,107.0,414.0,624.0,0,0.0
28505,NH,2021-02-16,0.0,118.0,130.0,,18.0,39.0,282.0,3,1.0
28506,AK,2021-02-16,2.0,31.0,34.0,,4.0,74.0,128.0,1,0.0
28507,AL,2021-02-16,12.0,1103.0,1216.0,,349.0,0.0,1631.0,31,12.0
28508,CO,2021-02-16,12.0,452.0,524.0,,163.0,570.0,1355.0,6,3.0
28509,WV,2021-02-16,2.0,341.0,384.0,,78.0,153.0,714.0,20,9.0
28510,CA,2021-02-16,98.0,8178.0,8825.0,,2448.0,3494.0,7958.0,114,171.0
28511,NV,2021-02-16,8.0,719.0,762.0,,177.0,0.0,903.0,0,9.0
28512,NM,2021-02-16,4.0,277.0,308.0,,85.0,0.0,470.0,17,9.0
28513,MI,2021-02-16,9.0,813.0,933.0,,223.0,260.0,2699.0,5,12.0
28514,MO,2021-02-16,20.0,958.0,1269.0,,300.0,894.0,1782.0,26,15.0
28515,MA,2021-02-16,7.0,861.0,981.0,,268.0,,1469.0,7,20.0
28516,PR,2021-02-16,2.0,153.0,241.0,,39.0,15.0,681.0,1,4.0
28517,LA,2021-02-16,3.0,872.0,773.0,,233.0,11.0,1841.0,43,6.0
28518,ND,2021-02-16,4.0,86.0,128.0,,19.0,56.0,210.0,11,0.0
28519,SD,2021-02-16,3.0,75.0,93.0,,11.0,83.0,243.0,2,2.0
28520,TX,2021-02-16,91.0,7805.0,8383.0,,2428.0,336.0,7613.0,144,128.0
28521,NC,2021-02-16,27.0,1828.0,1939.0,,457.0,0.0,2532.0,5,45.0
28522,IN,2021-02-16,18.0,806.0,1049.0,,188.0,24.0,2198.0,15,21.0
28523,CT,2021-02-16,6.0,599.0,706.0,,133.0,337.0,1069.0,4,11.0
28524,DC,2021-02-16,1.0,241.0,294.0,,57.0,4.0,339.0,0,3.0
28525,VI,2021-02-16,0.0,0.0,0.0,,0.0,,20.0,2,0.0
28526,WA,2021-02-16,0.0,549.0,605.0,,151.0,382.0,1286.0,6,6.0
28527,AR,2021-02-16,4.0,572.0,625.0,,194.0,421.0,1035.0,17,12.0
28528,RI,2021-02-16,2.0,210.0,248.0,,31.0,96.0,179.0,3,3.0
28529,TN,2021-02-16,14.0,1117.0,1229.0,,308.0,0.0,2384.0,23,21.0
28530,KY,2021-02-16,1.0,887.0,956.0,,258.0,0.0,1837.0,1,17.0
28531,VT,2021-02-16,0.0,37.0,42.0,,12.0,33.0,105.0,2,0.0
28532,NE,2021-02-16,1.0,181.0,204.0,,72.0,0.0,565.0,9,4.0
28533,ME,2021-02-16,0.0,100.0,129.0,,25.0,58.0,342.0,2,0.0
28534,MD,2021-02-16,8.0,1063.0,1341.0,,278.0,244.0,1372.0,2,22.0
28535,MS,2021-02-16,4.0,513.0,614.0,,131.0,182.0,854.0,12,12.0
28536,SC,2021-02-16,9.0,996.0,1068.0,,247.0,339.0,1197.0,21,21.0
28537,OK,2021-02-16,57.0,847.0,954.0,,252.0,383.0,1109.0,36,14.0
28538,OH,2021-02-16,18.0,1567.0,1931.0,,453.0,378.0,4164.0,16,29.0
28539,MT,2021-02-15,1.0,87.0,89.0,,25.0,18.0,219.0,8,2.0
28540,AZ,2021-02-15,18.0,1678.0,1970.0,,468.0,275.0,2265.0,25,41.0
28541,MO,2021-02-15,17.0,974.0,1296.0,,300.0,884.0,1783.0,25,14.0
28542,DE,2021-02-15,4.0,182.0,197.0,,17.0,172.0,194.0,1,1.0
28543,LA,2021-02-15,3.0,856.0,759.0,,240.0,11.0,1841.0,43,14.0
28544,FL,2021-02-15,47.0,4749.0,5139.0,,1058.0,1588.0,6406.0,10,67.0
28545,VA,2021-02-15,15.0,1571.0,1753.0,,353.0,422.0,2022.0,21,28.0
28546,NY,2021-02-15,50.0,6799.0,7537.0,,1315.0,1414.0,5612.0,6,109.0
28547,IN,2021-02-15,16.0,755.0,976.0,,201.0,19.0,2204.0,11,11.0
28548,OH,2021-02-15,18.0,1627.0,1929.0,,468.0,380.0,4130.0,17,52.0
28549,DC,2021-02-15,4.0,231.0,277.0,,55.0,4.0,333.0,0,1.0
28550,VI,2021-02-15,0.0,1.0,1.0,,0.0,,20.0,2,0.0
28551,MI,2021-02-15,12.0,834.0,946.0,,237.0,263.0,2623.0,6,14.0
28552,MN,2021-02-15,7.0,310.0,388.0,,57.0,481.0,893.0,18,3.0
28553,KS,2021-02-15,5.0,365.0,428.0,,90.0,230.0,840.0,14,8.0
28554,ND,2021-02-15,3.0,80.0,123.0,,14.0,56.0,203.0,12,0.0
28555,NH,2021-02-15,0.0,104.0,119.0,,23.0,39.0,282.0,4,0.0
28556,HI,2021-02-15,0.0,45.0,51.0,,16.0,94.0,225.0,2,1.0
28557,IA,2021-02-15,2.0,253.0,266.0,,59.0,,667.0,2,6.0
28558,GA,2021-02-15,34.0,3028.0,3358.0,,848.0,239.0,2896.0,39,47.0
28559,WA,2021-02-15,5.0,530.0,605.0,,128.0,395.0,1295.0,9,11.0
28560,ID,2021-02-15,1.0,147.0,164.0,,37.0,228.0,305.0,3,3.0
28561,NV,2021-02-15,9.0,742.0,798.0,,176.0,0.0,899.0,0,24.0
28562,CO,2021-02-15,11.0,434.0,512.0,,160.0,570.0,1355.0,6,8.0
28563,AK,2021-02-15,2.0,27.0,42.0,,4.0,73.0,125.0,1,0.0
28564,KY,2021-02-15,2.0,878.0,959.0,,268.0,0.0,1837.0,1,19.0
28565,NC,2021-02-15,23.0,1848.0,1933.0,,483.0,0.0,2537.0,6,40.0
28566,WY,2021-02-15,1.0,37.0,45.0,,6.0,0.0,133.0,3,0.0
28567,VT,2021-02-15,0.0,39.0,43.0,,12.0,33.0,105.0,2,0.0
28568,CA,2021-02-15,104.0,8424.0,9078.0,,2483.0,3509.0,7950.0,120,179.0
28569,NE,2021-02-15,3.0,172.0,190.0,,69.0,0.0,570.0,9,1.0
28570,MS,2021-02-15,4.0,486.0,592.0,,128.0,182.0,833.0,11,9.0
28571,IL,2021-02-15,21.0,1443.0,1812.0,,334.0,1181.0,3544.0,15,15.0
28572,NJ,2021-02-15,6.0,2282.0,2468.0,,438.0,113.0,2975.0,8,33.0
28573,OK,2021-02-15,52.0,875.0,971.0,,266.0,388.0,1095.0,37,9.0
28574,NM,2021-02-15,4.0,289.0,315.0,,85.0,0.0,457.0,19,4.0
28575,SC,2021-02-15,7.0,1031.0,1122.0,,273.0,339.0,1196.0,21,30.0
28576,PA,2021-02-15,26.0,2349.0,2803.0,,545.0,1500.0,3725.0,21,42.0
28577,TX,2021-02-15,132.0,7665.0,8305.0,,2421.0,336.0,7453.0,147,135.0
28578,PR,2021-02-15,3.0,154.0,236.0,,44.0,15.0,684.0,1,3.0
28579,AR,2021-02-15,8.0,558.0,625.0,,193.0,417.0,1043.0,20,11.0
28580,TN,2021-02-15,13.0,1107.0,1188.0,,321.0,0.0,2366.0,23,20.0
28581,ME,2021-02-15,0.0,102.0,119.0,,25.0,55.0,339.0,3,1.0
28582,MA,2021-02-15,8.0,864.0,995.0,,268.0,,1459.0,8,26.0
28583,RI,2021-02-15,1.0,203.0,242.0,,35.0,96.0,180.0,4,0.0
28584,AL,2021-02-15,9.0,1135.0,1245.0,,367.0,0.0,1640.0,31,19.0
28585,WI,2021-02-15,1.0,454.0,482.0,,137.0,145.0,1611.0,15,8.0
28586,OR,2021-02-15,9.0,236.0,304.0,,57.0,107.0,802.0,2,2.0
28587,MD,2021-02-15,8.0,1147.0,1408.0,,284.0,241.0,1332.0,1,24.0
28588,UT,2021-02-15,0.0,252.0,288.0,,108.0,413.0,624.0,0,0.0
28589,CT,2021-02-15,3.0,618.0,700.0,,132.0,341.0,1069.0,4,11.0
28590,SD,2021-02-15,3.0,76.0,96.0,,9.0,83.0,240.0,2,1.0
28591,WV,2021-02-15,1.0,345.0,375.0,,87.0,153.0,714.0,17,6.0
28592,UT,2021-02-14,0.0,262.0,301.0,,110.0,415.0,626.0,0,1.0
28593,ME,2021-02-14,0.0,105.0,120.0,,28.0,56.0,340.0,2,1.0
28594,NV,2021-02-14,14.0,753.0,808.0,,197.0,0.0,988.0,0,17.0
28595,MO,2021-02-14,19.0,974.0,1291.0,,294.0,907.0,1763.0,24,24.0
28596,FL,2021-02-14,42.0,4758.0,5248.0,,1067.0,1592.0,6420.0,10,70.0
28597,GA,2021-02-14,30.0,3089.0,3446.0,,880.0,238.0,2894.0,40,47.0
28598,NC,2021-02-14,23.0,1867.0,1950.0,,482.0,0.0,2524.0,4,36.0
28599,CA,2021-02-14,112.0,8659.0,9340.0,,2552.0,3520.0,7853.0,122,191.0
28600,IL,2021-02-14,17.0,1500.0,1883.0,,340.0,1129.0,3546.0,17,17.0
28601,TX,2021-02-14,120.0,7727.0,8395.0,,2378.0,1507.0,8029.0,115,143.0
28602,ID,2021-02-14,2.0,162.0,177.0,,40.0,227.0,305.0,5,0.0
28603,AK,2021-02-14,1.0,27.0,33.0,,4.0,77.0,125.0,1,1.0
28604,OK,2021-02-14,51.0,864.0,964.0,,258.0,396.0,1098.0,35,19.0
28605,VA,2021-02-14,11.0,1590.0,1805.0,,357.0,430.0,2018.0,20,24.0
28606,NJ,2021-02-14,8.0,2336.0,2593.0,,458.0,113.0,2963.0,9,42.0
28607,MD,2021-02-14,8.0,1154.0,1409.0,,286.0,240.0,1338.0,2,18.0
28608,DC,2021-02-14,6.0,230.0,270.0,,54.0,5.0,328.0,0,3.0
28609,MI,2021-02-14,15.0,830.0,959.0,,252.0,263.0,2602.0,4,16.0
28610,IA,2021-02-14,2.0,240.0,258.0,,57.0,,667.0,3,6.0
28611,MT,2021-02-14,2.0,86.0,90.0,,24.0,18.0,231.0,9,2.0
28612,IN,2021-02-14,13.0,806.0,1075.0,,204.0,43.0,2219.0,11,13.0
28613,MS,2021-02-14,5.0,517.0,632.0,,133.0,179.0,834.0,7,5.0
28614,NH,2021-02-14,0.0,120.0,137.0,,27.0,39.0,282.0,3,2.0
28615,HI,2021-02-14,0.0,42.0,50.0,,17.0,94.0,225.0,2,1.0
28616,NM,2021-02-14,3.0,304.0,347.0,,92.0,0.0,466.0,18,5.0
28617,SD,2021-02-14,2.0,70.0,87.0,,8.0,83.0,238.0,1,0.0
28618,MA,2021-02-14,7.0,893.0,1051.0,,279.0,,1467.0,9,15.0
28619,VT,2021-02-14,0.0,45.0,51.0,,11.0,33.0,105.0,2,0.0
28620,WY,2021-02-14,1.0,44.0,47.0,,7.0,0.0,136.0,3,0.0
28621,WI,2021-02-14,1.0,443.0,463.0,,136.0,145.0,1607.0,13,7.0
28622,MN,2021-02-14,7.0,317.0,404.0,,66.0,490.0,896.0,20,6.0
28623,DE,2021-02-14,6.0,198.0,217.0,,17.0,172.0,194.0,2,1.0
28624,TN,2021-02-14,13.0,1073.0,1153.0,,321.0,0.0,2374.0,26,18.0
28625,AZ,2021-02-14,21.0,1749.0,2146.0,,484.0,312.0,2323.0,27,52.0
28626,OH,2021-02-14,34.0,1655.0,1942.0,,447.0,380.0,4166.0,16,18.0
28627,NY,2021-02-14,48.0,6854.0,7538.0,,1309.0,1434.0,5857.0,6,121.0
28628,CO,2021-02-14,10.0,439.0,515.0,,165.0,570.0,1341.0,7,5.0
28629,AL,2021-02-14,16.0,1205.0,1420.0,,368.0,0.0,1643.0,31,28.0
28630,PR,2021-02-14,3.0,165.0,243.0,,46.0,15.0,688.0,1,2.0
28631,VI,2021-02-14,0.0,1.0,1.0,,0.0,,20.0,2,0.0
28632,ND,2021-02-14,1.0,78.0,118.0,,15.0,56.0,202.0,13,0.0
28633,OR,2021-02-14,7.0,248.0,315.0,,59.0,103.0,793.0,2,2.0
28634,LA,2021-02-14,4.0,870.0,774.0,,242.0,11.0,1859.0,44,9.0
28635,SC,2021-02-14,7.0,1064.0,1188.0,,268.0,339.0,1211.0,22,22.0
28636,KY,2021-02-14,0.0,925.0,1053.0,,254.0,0.0,1828.0,1,15.0
28637,RI,2021-02-14,0.0,212.0,252.0,,36.0,78.0,173.0,4,2.0
28638,AR,2021-02-14,8.0,596.0,701.0,,198.0,411.0,1031.0,21,10.0
28639,NE,2021-02-14,3.0,189.0,205.0,,73.0,0.0,568.0,9,3.0
28640,WV,2021-02-14,1.0,372.0,436.0,,85.0,153.0,714.0,16,6.0
28641,PA,2021-02-14,24.0,2317.0,2736.0,,507.0,1427.0,3782.0,25,55.0
28642,CT,2021-02-14,4.0,635.0,723.0,,138.0,341.0,1069.0,4,12.0
28643,KS,2021-02-14,5.0,384.0,456.0,,97.0,231.0,845.0,13,3.0
28644,WA,2021-02-14,3.0,514.0,617.0,,123.0,399.0,1339.0,11,7.0
28645,PR,2021-02-13,2.0,168.0,229.0,,40.0,15.0,708.0,1,4.0
28646,DC,2021-02-13,6.0,231.0,286.0,,55.0,18.0,355.0,0,1.0
28647,NC,2021-02-13,25.0,1915.0,2039.0,,498.0,0.0,2516.0,3,42.0
28648,AK,2021-02-13,1.0,29.0,33.0,,6.0,75.0,125.0,1,1.0
28649,NE,2021-02-13,4.0,187.0,209.0,,77.0,0.0,569.0,10,1.0
28650,WI,2021-02-13,1.0,458.0,482.0,,149.0,145.0,1615.0,14,5.0
28651,KS,2021-02-13,2.0,383.0,445.0,,100.0,244.0,846.0,14,4.0
28652,NH,2021-02-13,0.0,121.0,142.0,,28.0,39.0,282.0,4,1.0
28653,FL,2021-02-13,45.0,4791.0,5320.0,,1111.0,1584.0,6487.0,10,88.0
28654,IA,2021-02-13,7.0,232.0,251.0,,57.0,,668.0,2,3.0
28655,HI,2021-02-13,0.0,47.0,60.0,,16.0,94.0,226.0,2,1.0
28656,MD,2021-02-13,9.0,1169.0,1444.0,,291.0,238.0,1357.0,2,26.0
28657,TX,2021-02-13,117.0,8112.0,8849.0,,2521.0,348.0,7643.0,126,160.0
28658,CT,2021-02-13,6.0,637.0,730.0,,147.0,341.0,1069.0,4,19.0
28659,MA,2021-02-13,10.0,907.0,1076.0,,281.0,,1491.0,9,21.0
28660,AL,2021-02-13,15.0,1193.0,1348.0,,375.0,0.0,1545.0,32,19.0
28661,CO,2021-02-13,11.0,452.0,528.0,,152.0,572.0,1348.0,5,4.0
28662,WV,2021-02-13,2.0,379.0,445.0,,84.0,153.0,714.0,17,5.0
28663,ND,2021-02-13,1.0,83.0,124.0,,14.0,56.0,202.0,12,0.0
28664,MN,2021-02-13,6.0,319.0,406.0,,64.0,492.0,889.0,19,5.0
28665,MS,2021-02-13,4.0,524.0,632.0,,141.0,182.0,847.0,12,9.0
28666,NV,2021-02-13,9.0,796.0,869.0,,230.0,0.0,907.0,0,15.0
28667,CA,2021-02-13,111.0,8970.0,9650.0,,2642.0,3518.0,8039.0,122,187.0
28668,TN,2021-02-13,12.0,1105.0,1200.0,,308.0,0.0,2373.0,26,21.0
28669,NM,2021-02-13,4.0,316.0,334.0,,99.0,0.0,467.0,16,7.0
28670,NY,2021-02-13,46.0,6840.0,7603.0,,1324.0,1433.0,5632.0,6,112.0
28671,OH,2021-02-13,33.0,1714.0,2032.0,,457.0,380.0,4145.0,17,28.0
28672,IN,2021-02-13,12.0,807.0,1038.0,,216.0,58.0,2222.0,13,12.0
28673,AR,2021-02-13,9.0,615.0,730.0,,195.0,421.0,1043.0,23,11.0
28674,AZ,2021-02-13,23.0,1818.0,2240.0,,512.0,309.0,2333.0,28,44.0
28675,PA,2021-02-13,25.0,2357.0,2805.0,,526.0,1437.0,3757.0,20,45.0
28676,KY,2021-02-13,1.0,971.0,1107.0,,257.0,0.0,1837.0,0,26.0
28677,WA,2021-02-13,6.0,526.0,634.0,,126.0,391.0,1351.0,10,7.0
28678,OR,2021-02-13,7.0,248.0,313.0,,54.0,109.0,791.0,3,0.0
28679,NJ,2021-02-13,7.0,2337.0,2624.0,,456.0,113.0,2953.0,9,36.0
28680,MO,2021-02-13,24.0,967.0,1338.0,,310.0,913.0,1791.0,24,18.0
28681,RI,2021-02-13,0.0,227.0,265.0,,36.0,80.0,172.0,4,4.0
28682,GA,2021-02-13,22.0,3200.0,3572.0,,895.0,235.0,2905.0,39,45.0
28683,MI,2021-02-13,13.0,849.0,962.0,,254.0,261.0,2694.0,5,14.0
28684,VI,2021-02-13,0.0,2.0,2.0,,0.0,,20.0,2,0.0
28685,OK,2021-02-13,50.0,903.0,999.0,,270.0,390.0,1110.0,37,12.0
28686,DE,2021-02-13,5.0,216.0,241.0,,17.0,172.0,194.0,2,2.0
28687,UT,2021-02-13,0.0,278.0,319.0,,118.0,414.0,624.0,0,1.0
28688,IL,2021-02-13,13.0,1513.0,1893.0,,349.0,1129.0,3550.0,12,28.0
28689,WY,2021-02-13,1.0,43.0,48.0,,9.0,0.0,136.0,3,0.0
28690,VT,2021-02-13,0.0,47.0,52.0,,9.0,33.0,105.0,2,0.0
28691,ME,2021-02-13,0.0,112.0,131.0,,32.0,56.0,342.0,1,2.0
28692,VA,2021-02-13,13.0,1623.0,1837.0,,360.0,423.0,2018.0,21,36.0
28693,ID,2021-02-13,2.0,165.0,178.0,,38.0,225.0,284.0,5,2.0
28694,SD,2021-02-13,1.0,68.0,87.0,,10.0,84.0,241.0,0,1.0
28695,MT,2021-02-13,2.0,77.0,82.0,,20.0,44.0,234.0,10,2.0
28696,LA,2021-02-13,5.0,886.0,783.0,,255.0,11.0,1853.0,43,12.0
28697,SC,2021-02-13,7.0,1089.0,1208.0,,274.0,339.0,1209.0,22,23.0
28698,MT,2021-02-12,3.0,84.0,90.0,,23.0,18.0,219.0,10,4.0
28699,KS,2021-02-12,2.0,403.0,460.0,,104.0,231.0,844.0,11,5.0
28700,NJ,2021-02-12,9.0,2426.0,2685.0,,451.0,113.0,2946.0,10,28.0
28701,OH,2021-02-12,24.0,1799.0,2110.0,,469.0,378.0,4140.0,15,26.0
28702,ND,2021-02-12,2.0,80.0,115.0,,14.0,56.0,205.0,14,0.0
28703,DC,2021-02-12,8.0,227.0,282.0,,54.0,18.0,349.0,0,2.0
28704,VA,2021-02-12,12.0,1694.0,1939.0,,380.0,423.0,2017.0,20,27.0
28705,ID,2021-02-12,2.0,156.0,168.0,,36.0,228.0,305.0,5,4.0
28706,VI,2021-02-12,0.0,6.0,6.0,,1.0,,20.0,2,0.0
28707,NE,2021-02-12,4.0,196.0,215.0,,67.0,0.0,563.0,10,5.0
28708,SC,2021-02-12,6.0,1142.0,1257.0,,273.0,337.0,1223.0,26,24.0
28709,HI,2021-02-12,0.0,51.0,76.0,,18.0,94.0,226.0,2,1.0
28710,TN,2021-02-12,13.0,1144.0,1229.0,,326.0,0.0,2374.0,26,28.0
28711,TX,2021-02-12,101.0,8396.0,9060.0,,2573.0,345.0,7721.0,128,150.0
28712,DE,2021-02-12,4.0,239.0,258.0,,20.0,172.0,198.0,1,2.0
28713,VT,2021-02-12,0.0,47.0,53.0,,14.0,33.0,105.0,2,0.0
28714,CO,2021-02-12,11.0,449.0,516.0,,146.0,561.0,1355.0,6,6.0
28715,NY,2021-02-12,42.0,7079.0,7806.0,,1371.0,1436.0,5663.0,6,109.0
28716,IA,2021-02-12,3.0,222.0,231.0,,55.0,,666.0,2,4.0
28717,RI,2021-02-12,0.0,239.0,283.0,,39.0,96.0,180.0,3,5.0
28718,MO,2021-02-12,26.0,1054.0,1412.0,,315.0,902.0,1809.0,24,18.0
28719,OK,2021-02-12,53.0,933.0,1029.0,,290.0,390.0,1114.0,39,10.0
28720,FL,2021-02-12,42.0,4972.0,5447.0,,1127.0,1581.0,6498.0,10,83.0
28721,IL,2021-02-12,16.0,1600.0,1973.0,,382.0,1129.0,3553.0,14,23.0
28722,AL,2021-02-12,15.0,1329.0,1493.0,,417.0,0.0,1640.0,33,26.0
28723,NC,2021-02-12,29.0,1978.0,2111.0,,497.0,0.0,2529.0,4,35.0
28724,SD,2021-02-12,0.0,66.0,83.0,,10.0,83.0,242.0,2,1.0
28725,MS,2021-02-12,8.0,551.0,666.0,,133.0,182.0,864.0,12,17.0
28726,WA,2021-02-12,5.0,517.0,621.0,,131.0,391.0,1361.0,9,3.0
28727,GA,2021-02-12,32.0,3263.0,3555.0,,920.0,224.0,2927.0,38,55.0
28728,PA,2021-02-12,31.0,2625.0,3195.0,,531.0,1455.0,3963.0,21,52.0
28729,WI,2021-02-12,1.0,496.0,544.0,,148.0,145.0,1622.0,16,11.0
28730,AK,2021-02-12,1.0,33.0,37.0,,7.0,75.0,126.0,1,0.0
28731,MA,2021-02-12,7.0,910.0,1083.0,,286.0,,1493.0,10,18.0
28732,WV,2021-02-12,3.0,381.0,459.0,,83.0,153.0,714.0,17,9.0
28733,ME,2021-02-12,0.0,116.0,133.0,,34.0,60.0,339.0,3,1.0
28734,PR,2021-02-12,4.0,192.0,268.0,,37.0,15.0,710.0,1,59.0
28735,KY,2021-02-12,2.0,1038.0,1152.0,,262.0,0.0,1837.0,0,14.0
28736,NM,2021-02-12,3.0,340.0,359.0,,103.0,2.0,467.0,19,9.0
28737,AR,2021-02-12,7.0,649.0,766.0,,198.0,428.0,1059.0,18,14.0
28738,OR,2021-02-12,6.0,245.0,314.0,,55.0,110.0,790.0,3,3.0
28739,MI,2021-02-12,10.0,912.0,1038.0,,280.0,265.0,2666.0,5,11.0
28740,AZ,2021-02-12,24.0,1892.0,2309.0,,525.0,311.0,2359.0,26,34.0
28741,CT,2021-02-12,5.0,668.0,755.0,,150.0,341.0,1074.0,4,19.0
28742,NH,2021-02-12,0.0,118.0,137.0,,27.0,39.0,282.0,4,1.0
28743,IN,2021-02-12,11.0,844.0,1094.0,,219.0,19.0,2221.0,15,11.0
28744,NV,2021-02-12,8.0,816.0,894.0,,202.0,0.0,909.0,0,26.0
28745,MD,2021-02-12,10.0,1190.0,1460.0,,308.0,243.0,1363.0,3,20.0
28746,MN,2021-02-12,8.0,327.0,411.0,,70.0,482.0,879.0,21,4.0
28747,UT,2021-02-12,0.0,282.0,337.0,,119.0,413.0,624.0,0,3.0
28748,CA,2021-02-12,115.0,9413.0,10035.0,,2756.0,3515.0,8062.0,130,245.0
28749,LA,2021-02-12,7.0,928.0,851.0,,270.0,11.0,1867.0,44,16.0
28750,WY,2021-02-12,1.0,43.0,51.0,,8.0,0.0,136.0,3,2.0
28751,TX,2021-02-11,119.0,8606.0,9390.0,,2618.0,344.0,7732.0,126,181.0
28752,NM,2021-02-11,6.0,364.0,412.0,,95.0,0.0,466.0,20,5.0
28753,MO,2021-02-11,32.0,1074.0,1448.0,,313.0,912.0,1812.0,24,20.0
28754,RI,2021-02-11,1.0,231.0,268.0,,40.0,96.0,176.0,4,7.0
28755,NJ,2021-02-11,5.0,2453.0,2714.0,,466.0,113.0,2936.0,10,36.0
28756,HI,2021-02-11,0.0,52.0,68.0,,19.0,94.0,227.0,1,0.0
28757,SC,2021-02-11,6.0,1192.0,1301.0,,277.0,339.0,1227.0,25,20.0
28758,NC,2021-02-11,26.0,2065.0,2184.0,,509.0,0.0,2528.0,4,44.0
28759,WY,2021-02-11,1.0,39.0,52.0,,7.0,0.0,136.0,3,1.0
28760,CA,2021-02-11,122.0,9904.0,10570.0,,2844.0,3492.0,8092.0,131,244.0
28761,CT,2021-02-11,6.0,692.0,793.0,,152.0,341.0,1076.0,4,16.0
28762,LA,2021-02-11,8.0,982.0,899.0,,278.0,9.0,1892.0,44,14.0
28763,NE,2021-02-11,5.0,205.0,220.0,,69.0,0.0,567.0,9,5.0
28764,MN,2021-02-11,7.0,324.0,420.0,,72.0,484.0,880.0,19,7.0
28765,MA,2021-02-11,8.0,989.0,1148.0,,295.0,,1482.0,10,21.0
28766,MS,2021-02-11,9.0,553.0,671.0,,153.0,182.0,865.0,10,11.0
